Potential,Flux
10.0,-0.0004471334413835848
9.9,-0.00035093927763796273
9.8,-0.0003221289901489399
9.7,-0.000315769632663887
9.6,-0.0003203182163957763
9.5,-0.00033153590983658887
9.4,-0.00034754088495958513
9.3,-0.00036741942821549856
9.2,-0.0003907008050418881
9.1,-0.00041716630150290257
9.0,-0.0004467237690874981
8.9,-0.00047938319980289634
8.8,-0.0005152012150233531
8.7,-0.0005542855063822572
8.6,-0.0005967659699734895
8.5,-0.0006428113596967933
8.4,-0.0006926026419051823
8.3,-0.000746342987412163
8.2,-0.0008042522203766111
8.1,-0.0008665723694178951
8.0,-0.0009335532347165554
7.9,-0.00100546793113665
7.8,-0.001082599565549458
7.699999999999999,-0.0011652478981716285
7.6,-0.001253728232342155
7.5,-0.001348373634968425
7.4,-0.0014495304956341215
7.3,-0.0015575596368222477
7.199999999999999,-0.0016728440854762994
7.1,-0.0017957779707700183
7.0,-0.0019267731854455405
6.9,-0.002066259385813396
6.8,-0.002214685101975533
6.699999999999999,-0.0023725132969332208
6.6,-0.0025402313585942693
6.5,-0.002718342217988834
6.4,-0.0029073676799384884
6.3,-0.003107851753725299
6.199999999999999,-0.003320355101976702
6.1,-0.003545466142895748
6.0,-0.0037837932786999318
5.8999999999999995,-0.0040359615649521174
5.8,-0.004302627143459858
5.7,-0.00458447058093725
5.6,-0.0048821890974437565
5.5,-0.0051965165503986555
5.3999999999999995,-0.005528205671012643
5.3,-0.0058780424971871525
5.199999999999999,-0.006246838601953186
5.1,-0.006635436644586434
5.0,-0.007044711480830301
4.8999999999999995,-0.007475570162895906
4.8,-0.007928951939462081
4.699999999999999,-0.008405832696567472
4.6,-0.008907223847387513
4.5,-0.00943417344245745
4.3999999999999995,-0.009987769500341415
4.3,-0.010569142228078476
4.199999999999999,-0.011179460690513565
4.1,-0.011819940581858646
4.0,-0.012491838674577593
3.8999999999999995,-0.013196461701170392
3.8,-0.01393516524395011
3.6999999999999993,-0.014709352624819871
3.5999999999999996,-0.015520479346164961
3.5,-0.01637005753174492
3.3999999999999995,-0.017259650375578417
3.3,-0.018190877693058383
3.1999999999999993,-0.019165422582290148
3.0999999999999996,-0.020185025872976325
3.0,-0.021251490567308906
2.8999999999999995,-0.022366676288854137
2.8,-0.02353252259723604
2.6999999999999993,-0.024751024563229862
2.5999999999999996,-0.026024250532330484
2.5,-0.02735433324296821
2.3999999999999995,-0.028743484259408092
2.3,-0.030193985089965736
2.1999999999999993,-0.03170818940745335
2.0999999999999996,-0.03328852304917973
2.0,-0.03493749511918054
1.9000000000000004,-0.03665768688598803
1.799999999999999,-0.03845175511330012
1.6999999999999993,-0.040322440941764626
1.5999999999999996,-0.04227255434585686
1.5,-0.04430499078722505
1.4000000000000004,-0.046422721222683094
1.299999999999999,-0.048628790993987536
1.1999999999999993,-0.05092633315051387
1.0999999999999996,-0.05331853847323487
1.0,-0.05580868434051922
0.9000000000000004,-0.05840012251567828
0.7999999999999989,-0.06109626582428973
0.6999999999999993,-0.06390060147687393
0.5999999999999996,-0.06681668218710968
0.5,-0.06984812173094213
0.3999999999999986,-0.07299858717502161
0.29999999999999893,-0.07627180331759575
0.1999999999999993,-0.07967154380672525
0.09999999999999964,-0.08320163003006087
0.0,-0.086865912241052
-0.10000000000000142,-0.09066827844073089
-0.20000000000000107,-0.09461263550392118
-0.3000000000000007,-0.09870291473035309
-0.40000000000000036,-0.10294304852997982
-0.5,-0.10733698041498485
-0.6000000000000014,-0.11188862836242208
