Potential,Flux
10.0,-0.0007331879547933795
9.9,-0.00044685810607347776
9.8,-0.00039778624838504584
9.7,-0.00039050984668165256
9.6,-0.00040002778867176403
9.5,-0.000419214662983336
9.4,-0.0004454780988538687
9.3,-0.0004775535522583141
9.2,-0.0005150657678143489
9.1,-0.0005579037232195105
9.0,-0.0006061884327834832
8.9,-0.0006601907909242755
8.8,-0.0007216149899846869
8.7,-0.0007861833406508367
8.6,-0.0008601441781053154
8.5,-0.0009415057622419454
8.4,-0.001031149610142279
8.3,-0.0011297329738368944
8.2,-0.001238359415012269
8.1,-0.0013575440771518288
8.0,-0.0014884782295609966
7.9,-0.0016337664554555431
7.8,-0.0017922208161991193
7.699999999999999,-0.001966069529402148
7.6,-0.0021573365316385207
7.5,-0.0023672719340339654
7.4,-0.002597700943240966
7.3,-0.0028505808824519363
7.199999999999999,-0.0031280056322913197
7.1,-0.0034324176834132913
7.0,-0.003766255085579928
6.9,-0.004132292286129768
6.8,-0.004533654562877132
6.699999999999999,-0.004976125067557291
6.6,-0.005453965057355958
6.5,-0.005983928907937752
6.4,-0.006562616006178246
6.3,-0.007216726105596649
6.199999999999999,-0.007845206706491581
6.1,-0.008513730831438693
6.0,-0.009549938617681164
5.8999999999999995,-0.010413031548139884
5.8,-0.011397670585111541
5.7,-0.012920463587917652
5.6,-0.013454491964992599
5.5,-0.01492034495953476
5.3999999999999995,-0.01635647173259258
5.3,-0.017914488781300975
5.199999999999999,-0.019698944697665866
5.1,-0.021427237761884044
5.0,-0.02345825422800374
4.8999999999999995,-0.02567222101568234
4.8,-0.024924411423654647
4.699999999999999,-0.0318368686968995
4.6,-0.03395141945361502
4.5,-0.036793142976776494
4.3999999999999995,-0.04007588927379402
4.3,-0.043654314607621814
4.199999999999999,-0.047577977113633096
4.1,-0.05184501050692347
4.0,-0.0564570090677563
3.8999999999999995,-0.061439183740574776
3.8,-0.06690436760159457
3.6999999999999993,-0.07293309733924502
3.5999999999999996,-0.07882404950976252
3.5,-0.08596911182934264
3.3999999999999995,-0.09331428629799632
3.3,-0.10124280858114787
3.1999999999999993,-0.10975089503872937
3.0999999999999996,-0.11889628726002854
3.0,-0.1296821783292046
2.8999999999999995,-0.13897332840073773
2.8,-0.15037025735686882
2.6999999999999993,-0.16264394497866874
2.5999999999999996,-0.06303178978761537
2.5,-0.23537160331876805
2.3999999999999995,-0.20720905880011742
2.3,-0.2255975117826381
2.1999999999999993,-0.24036734824761652
2.0999999999999996,-0.24749499005771725
2.0,-0.27560003723614557
1.9000000000000004,-0.29280616598015285
1.799999999999999,-0.31238331588134827
