Potential,Flux
10.0,-0.0002216915540032005
9.9,-0.00019090173886127104
9.8,-0.00018360313269738526
9.7,-0.00018567702930738506
9.6,-0.00019307777598953635
9.5,-0.0002042588320705363
9.4,-0.00021854629217443744
9.3,-0.0002356725925523051
9.2,-0.00025556556870753866
9.1,-0.0002782740704532216
9.0,-0.0003039324347753336
8.9,-0.0003327293995880609
8.8,-0.00036491254462589495
8.7,-0.0004007716380982629
8.6,-0.0004406452980276754
8.5,-0.00048491322068855425
8.4,-0.0005340039521684048
8.3,-0.000588400439482939
8.2,-0.0006486378101300261
8.1,-0.0007153100334278406
8.0,-0.0007890754716299853
7.9,-0.000870665761709688
7.8,-0.0009608869255828267
7.699999999999999,-0.0010606304723381754
7.6,-0.0011708833902446258
7.5,-0.0012927336978663106
7.4,-0.0014273848769619235
7.3,-0.0015761647542689161
7.199999999999999,-0.001740532162841646
7.1,-0.0019221024771809425
7.0,-0.0021226564950183047
6.9,-0.002344152649769171
6.8,-0.0025887492149934133
6.699999999999999,-0.0028588320599709505
6.6,-0.0031570135394787258
6.5,-0.003486182453826814
6.4,-0.003849504048858421
6.3,-0.004250467755539944
6.199999999999999,-0.004692906063752389
6.1,-0.005181025608536061
6.0,-0.005719447138119449
5.8999999999999995,-0.006313239930832992
5.8,-0.0069679551017998165
5.7,-0.007689681114086966
5.6,-0.008485077085396142
5.5,-0.009361419417430739
5.3999999999999995,-0.010326668409277318
5.3,-0.011389498233427275
5.199999999999999,-0.012559362438935295
5.1,-0.013846553903462677
5.0,-0.015262262564874618
4.8999999999999995,-0.01681862316083027
4.8,-0.01852878628305632
4.699999999999999,-0.020406976108944264
4.6,-0.022468520377572077
4.5,-0.02472994586888433
4.3999999999999995,-0.027209061670419032
4.3,-0.029924832611882834
4.199999999999999,-0.032897621293770385
4.1,-0.036149045978817185
4.0,-0.03970218376281309
3.8999999999999995,-0.04358135408111252
3.8,-0.04781222862071388
3.6999999999999993,-0.05242175360464785
3.5999999999999996,-0.05743810427283336
3.5,-0.06289054610419953
